user_id,archetype,preferred_categories,issue_count,pr_count,push_count,repo_diversity,collab_density,label_diversity,sprint_velocity,recency_weight
u03833,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",9,7,20,4,0.768,14,31,0.725
u03834,solo_hacker,"Kanban,Open Source,Research",2,3,46,17,0.156,7,4,0.615
u03835,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,23,60,58,0.558,12,17,0.874
u03836,oss_contributor,"Open Source,Research",13,13,18,98,0.457,2,4,0.349
u03837,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",10,9,14,3,0.77,12,12,0.89
u03838,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,17,95,49,0.563,5,5,0.802
u03839,ml_researcher,"Research,Open Source",3,7,24,5,0.493,3,4,0.859
u03840,ml_researcher,"Research,Open Source",5,4,21,7,0.355,2,5,0.762
u03841,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,15,70,19,0.452,2,6,0.84
u03842,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,30,52,62,0.692,8,5,0.821
u03843,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",19,33,84,45,0.347,8,14,0.641
u03844,scrum_team_member,"Agile/Scrum,Release Management",47,9,39,8,0.51,3,6,0.937
u03845,kanban_ops,"Kanban,Customer Support,Bug Triage",21,9,18,4,0.488,3,7,0.667
u03846,kanban_ops,"Kanban,Customer Support,Bug Triage",43,11,7,2,0.615,8,6,0.756
u03847,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",24,3,8,9,0.706,32,13,0.674
u03848,oss_contributor,"Open Source,Research",17,23,57,20,0.423,5,10,0.635
u03849,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",19,9,1,9,0.646,9,9,0.775
u03850,scrum_team_member,"Agile/Scrum,Release Management",21,30,56,3,0.673,8,5,0.744
u03851,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",40,3,9,4,0.945,24,18,0.915
u03852,solo_hacker,"Kanban,Open Source,Research",1,2,50,9,0.262,5,9,0.242
u03853,oss_contributor,"Open Source,Research",20,16,11,35,0.41,9,3,0.779
u03854,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,18,47,10,0.565,5,5,0.902
u03855,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,46,25,10,0.658,5,30,0.92
u03856,ml_researcher,"Research,Open Source",3,2,29,6,0.454,2,3,0.578
u03857,scrum_team_member,"Agile/Scrum,Release Management",17,9,34,3,0.712,5,19,0.78
u03858,ml_researcher,"Research,Open Source",5,6,40,4,0.372,1,2,0.614
u03859,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",108,6,9,6,0.925,12,22,0.758
u03860,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",16,3,6,6,0.894,14,20,0.518
u03861,scrum_team_member,"Agile/Scrum,Release Management",35,18,131,9,0.787,5,8,0.929
u03862,ml_researcher,"Research,Open Source",4,5,84,2,0.215,3,1,0.773
u03863,kanban_ops,"Kanban,Customer Support,Bug Triage",46,12,14,5,0.55,5,5,0.609
u03864,solo_hacker,"Kanban,Open Source,Research",5,5,34,16,0.102,2,4,0.722
u03865,scrum_team_member,"Agile/Scrum,Release Management",25,33,138,6,0.716,4,4,0.973
u03866,scrum_team_member,"Agile/Scrum,Release Management",35,31,32,8,0.823,6,10,0.67
u03867,scrum_team_member,"Agile/Scrum,Release Management",79,15,37,5,0.785,9,22,0.63
u03868,oss_contributor,"Open Source,Research",13,39,16,23,0.402,14,12,0.746
u03869,scrum_team_member,"Agile/Scrum,Release Management",39,12,34,7,0.52,10,8,0.86
u03870,ml_researcher,"Research,Open Source",5,8,22,3,0.366,3,3,0.798
u03871,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,16,35,13,0.658,5,9,0.71
u03872,ml_researcher,"Research,Open Source",3,4,26,6,0.395,4,3,0.719
u03873,solo_hacker,"Kanban,Open Source,Research",6,4,6,18,0.251,3,3,0.41
u03874,ml_researcher,"Research,Open Source",10,2,33,4,0.499,1,3,0.512
u03875,ml_researcher,"Research,Open Source",3,6,27,3,0.31,3,5,0.871
u03876,solo_hacker,"Kanban,Open Source,Research",4,6,17,10,0.207,2,2,0.765
u03877,oss_contributor,"Open Source,Research",14,43,47,26,0.436,3,2,0.869
u03878,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",33,3,4,3,0.668,12,16,0.621
u03879,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",14,22,112,27,0.647,5,12,0.656
u03880,kanban_ops,"Kanban,Customer Support,Bug Triage",15,7,7,5,0.678,5,4,0.515
u03881,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",29,1,2,9,0.838,14,19,0.635
u03882,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",32,3,5,7,0.791,17,9,0.803
u03883,kanban_ops,"Kanban,Customer Support,Bug Triage",36,8,10,6,0.51,9,8,0.77
u03884,oss_contributor,"Open Source,Research",21,65,35,65,0.245,7,2,0.776
u03885,oss_contributor,"Open Source,Research",9,8,9,71,0.346,8,7,0.611
u03886,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,21,22,37,0.364,5,4,0.713
u03887,oss_contributor,"Open Source,Research",12,46,35,13,0.466,6,3,0.513
u03888,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",23,12,22,4,0.855,8,19,0.86
u03889,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",18,6,8,3,0.81,21,24,0.765
u03890,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",30,4,3,6,0.638,21,14,0.685
u03891,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",16,13,22,6,0.858,7,9,0.9
u03892,scrum_team_member,"Agile/Scrum,Release Management",39,10,23,8,0.599,7,10,0.803
u03893,oss_contributor,"Open Source,Research",15,67,10,42,0.368,3,4,0.716
u03894,oss_contributor,"Open Source,Research",10,57,26,18,0.531,2,4,0.338
u03895,scrum_team_member,"Agile/Scrum,Release Management",38,10,58,6,0.798,6,11,0.797
u03896,solo_hacker,"Kanban,Open Source,Research",6,1,38,11,0.111,3,9,0.788
u03897,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",21,6,38,3,0.704,9,15,0.965
u03898,solo_hacker,"Kanban,Open Source,Research",5,2,38,9,0.251,3,5,0.53
u03899,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",104,4,3,11,0.779,60,12,0.87
u03900,oss_contributor,"Open Source,Research",5,17,43,32,0.51,6,4,0.824
u03901,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,19,70,15,0.647,6,9,0.868
u03902,kanban_ops,"Kanban,Customer Support,Bug Triage",31,5,26,2,0.786,7,4,0.546
u03903,oss_contributor,"Open Source,Research",43,18,76,14,0.32,7,4,0.632
u03904,scrum_team_member,"Agile/Scrum,Release Management",29,31,39,11,0.681,4,7,0.805
u03905,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",14,21,49,24,0.425,7,9,0.84
u03906,scrum_team_member,"Agile/Scrum,Release Management",54,6,64,5,0.877,10,15,0.815
u03907,kanban_ops,"Kanban,Customer Support,Bug Triage",17,7,22,6,0.674,5,8,0.723
u03908,solo_hacker,"Kanban,Open Source,Research",3,3,14,10,0.083,2,6,0.281
u03909,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,21,110,12,0.543,8,12,0.791
u03910,oss_contributor,"Open Source,Research",16,31,8,49,0.413,5,3,0.502
u03911,oss_contributor,"Open Source,Research",8,47,22,40,0.5,3,2,0.531
u03912,scrum_team_member,"Agile/Scrum,Release Management",36,8,40,6,0.632,3,9,0.935
u03913,solo_hacker,"Kanban,Open Source,Research",3,9,72,22,0.061,4,1,0.688
u03914,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,33,82,32,0.694,6,5,0.843
u03915,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",15,16,36,9,0.703,9,27,0.835
u03916,oss_contributor,"Open Source,Research",13,14,27,22,0.451,6,3,0.797
u03917,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",77,9,3,4,0.818,17,10,0.756
u03918,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",118,2,11,7,0.815,14,7,0.764
u03919,kanban_ops,"Kanban,Customer Support,Bug Triage",9,4,6,3,0.485,7,7,0.78
u03920,ml_researcher,"Research,Open Source",2,4,36,2,0.424,5,4,0.527
u03921,scrum_team_member,"Agile/Scrum,Release Management",61,15,31,4,0.541,3,12,0.698
u03922,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",21,8,13,6,0.898,7,19,0.882
u03923,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",3,20,55,12,0.659,12,5,0.74
u03924,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",41,10,12,4,0.978,16,8,0.96
u03925,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",81,4,6,4,0.846,20,8,0.515
u03926,oss_contributor,"Open Source,Research",4,39,27,41,0.402,4,4,0.326
u03927,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",11,51,56,21,0.529,9,5,0.851
u03928,solo_hacker,"Kanban,Open Source,Research",4,5,11,7,0.252,6,10,0.301
u03929,oss_contributor,"Open Source,Research",10,208,20,51,0.314,2,2,0.788
u03930,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",16,23,58,15,0.389,10,14,0.665
u03931,solo_hacker,"Kanban,Open Source,Research",14,7,43,24,0.168,1,3,0.265
u03932,oss_contributor,"Open Source,Research",2,63,22,37,0.418,4,7,0.809
u03933,oss_contributor,"Open Source,Research",3,63,11,64,0.589,7,3,0.572
u03934,ml_researcher,"Research,Open Source",4,16,105,9,0.26,4,2,0.684
u03935,oss_contributor,"Open Source,Research",17,18,9,68,0.549,3,4,0.641
u03936,scrum_team_member,"Agile/Scrum,Release Management",24,10,51,5,0.776,2,13,0.956
u03937,scrum_team_member,"Agile/Scrum,Release Management",60,30,31,7,0.892,5,9,0.621
u03938,scrum_team_member,"Agile/Scrum,Release Management",29,25,60,5,0.882,9,6,0.96
u03939,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",24,13,24,4,0.724,11,20,0.721
u03940,kanban_ops,"Kanban,Customer Support,Bug Triage",16,3,7,2,0.456,17,9,0.64
u03941,kanban_ops,"Kanban,Customer Support,Bug Triage",13,7,15,4,0.485,5,4,0.868
u03942,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",39,56,35,11,0.631,7,6,0.706
u03943,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",58,3,2,11,0.895,16,14,0.894
u03944,scrum_team_member,"Agile/Scrum,Release Management",32,8,48,5,0.839,4,8,0.816
u03945,kanban_ops,"Kanban,Customer Support,Bug Triage",19,2,5,5,0.593,7,4,0.553
u03946,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",28,6,4,5,0.793,16,14,0.724
u03947,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",21,2,7,6,0.974,17,12,0.61
u03948,oss_contributor,"Open Source,Research",3,50,9,35,0.491,2,3,0.442
u03949,oss_contributor,"Open Source,Research",4,39,4,48,0.266,4,2,0.371
u03950,kanban_ops,"Kanban,Customer Support,Bug Triage",28,2,13,5,0.424,11,5,0.872
u03951,scrum_team_member,"Agile/Scrum,Release Management",22,9,54,9,0.607,4,6,0.995
u03952,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",35,2,4,26,0.622,16,11,0.981
u03953,scrum_team_member,"Agile/Scrum,Release Management",24,21,34,7,0.549,8,12,0.981
u03954,scrum_team_member,"Agile/Scrum,Release Management",43,46,24,6,0.671,8,8,0.673
u03955,ml_researcher,"Research,Open Source",14,6,58,5,0.313,3,3,0.657
u03956,scrum_team_member,"Agile/Scrum,Release Management",25,43,50,4,0.659,4,5,0.784
u03957,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",17,4,35,4,0.991,18,40,0.858
u03958,scrum_team_member,"Agile/Scrum,Release Management",49,36,67,8,0.707,5,7,0.787
u03959,ml_researcher,"Research,Open Source",4,3,28,9,0.426,4,1,0.677
u03960,scrum_team_member,"Agile/Scrum,Release Management",39,13,48,8,0.731,6,4,0.733
u03961,kanban_ops,"Kanban,Customer Support,Bug Triage",37,4,23,8,0.728,9,5,0.514
u03962,kanban_ops,"Kanban,Customer Support,Bug Triage",9,4,5,2,0.456,3,6,0.823
u03963,solo_hacker,"Kanban,Open Source,Research",14,2,20,7,0.067,2,3,0.419
u03964,ml_researcher,"Research,Open Source",16,8,21,12,0.43,3,6,0.517
u03965,ml_researcher,"Research,Open Source",2,7,22,3,0.404,1,1,0.737
u03966,scrum_team_member,"Agile/Scrum,Release Management",19,58,50,3,0.879,11,9,0.912
u03967,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",76,5,6,7,0.88,28,8,0.916
u03968,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",43,4,15,2,0.864,17,19,0.865
u03969,kanban_ops,"Kanban,Customer Support,Bug Triage",41,16,45,4,0.712,6,3,0.794
u03970,scrum_team_member,"Agile/Scrum,Release Management",40,23,34,8,0.75,2,4,0.737
u03971,oss_contributor,"Open Source,Research",12,43,60,15,0.413,6,1,0.354
u03972,solo_hacker,"Kanban,Open Source,Research",4,2,22,11,0.211,4,7,0.396
u03973,solo_hacker,"Kanban,Open Source,Research",4,3,45,7,0.232,3,7,0.354
u03974,scrum_team_member,"Agile/Scrum,Release Management",37,25,74,9,0.532,7,3,0.626
u03975,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",25,3,11,5,0.695,7,12,0.697
u03976,ml_researcher,"Research,Open Source",1,2,24,2,0.248,2,1,0.76
u03977,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",87,3,10,4,0.865,21,11,0.668
u03978,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",19,5,5,18,0.95,15,14,0.737
u03979,kanban_ops,"Kanban,Customer Support,Bug Triage",13,3,18,4,0.694,7,5,0.678
u03980,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",27,17,14,5,0.777,10,14,0.947
u03981,kanban_ops,"Kanban,Customer Support,Bug Triage",10,4,11,5,0.649,12,2,0.751
u03982,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",51,9,7,11,0.977,11,12,0.735
u03983,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",4,12,33,18,0.59,6,5,0.807
u03984,oss_contributor,"Open Source,Research",17,70,9,9,0.362,4,2,0.396
u03985,ml_researcher,"Research,Open Source",2,5,49,4,0.21,2,2,0.68
u03986,kanban_ops,"Kanban,Customer Support,Bug Triage",10,13,29,3,0.607,22,6,0.748
u03987,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,20,57,7,0.691,16,8,0.673
u03988,scrum_team_member,"Agile/Scrum,Release Management",29,21,64,7,0.565,3,6,0.999
u03989,kanban_ops,"Kanban,Customer Support,Bug Triage",28,3,8,6,0.559,13,5,0.664
u03990,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",20,4,3,2,0.686,13,17,0.752
u03991,oss_contributor,"Open Source,Research",36,31,9,59,0.245,11,1,0.788
u03992,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,25,81,17,0.303,3,5,0.899
u03993,scrum_team_member,"Agile/Scrum,Release Management",44,15,18,6,0.59,7,7,0.965
u03994,scrum_team_member,"Agile/Scrum,Release Management",11,22,26,6,0.789,11,4,0.718
u03995,oss_contributor,"Open Source,Research",2,52,6,28,0.219,8,5,0.406
u03996,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",21,10,20,7,0.777,11,10,0.969
u03997,scrum_team_member,"Agile/Scrum,Release Management",26,20,28,3,0.81,3,4,0.815
u03998,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",74,2,1,6,0.63,19,7,0.613
u03999,oss_contributor,"Open Source,Research",6,73,14,25,0.335,4,3,0.407
u04000,scrum_team_member,"Agile/Scrum,Release Management",39,9,35,4,0.692,5,7,0.644
u04001,oss_contributor,"Open Source,Research",8,14,16,28,0.338,3,2,0.723
u04002,scrum_team_member,"Agile/Scrum,Release Management",39,6,39,8,0.886,2,10,0.644
u04003,ml_researcher,"Research,Open Source",8,4,39,11,0.443,6,3,0.707
u04004,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",59,3,3,8,0.761,23,18,0.524
u04005,solo_hacker,"Kanban,Open Source,Research",2,1,47,15,0.296,5,3,0.494
u04006,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",32,2,2,5,0.645,20,14,0.91
u04007,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",29,18,10,9,0.796,9,19,0.788
u04008,oss_contributor,"Open Source,Research",14,19,47,112,0.582,1,3,0.533
u04009,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,110,91,21,0.367,9,5,0.616
u04010,scrum_team_member,"Agile/Scrum,Release Management",26,10,52,8,0.72,7,9,0.988
u04011,oss_contributor,"Open Source,Research",3,24,16,14,0.366,3,6,0.695
u04012,kanban_ops,"Kanban,Customer Support,Bug Triage",14,4,14,2,0.538,13,3,0.865
u04013,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",55,6,4,5,0.809,16,5,0.715
u04014,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",18,1,17,9,0.767,16,12,0.995
u04015,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,34,171,23,0.47,13,22,0.731
u04016,ml_researcher,"Research,Open Source",5,8,27,4,0.431,2,2,0.405
u04017,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",26,5,2,12,0.84,11,14,0.999
u04018,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",45,3,5,9,0.717,16,15,0.542
u04019,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",12,14,21,6,0.912,12,9,0.792
u04020,scrum_team_member,"Agile/Scrum,Release Management",48,24,22,5,0.626,11,21,0.676
u04021,scrum_team_member,"Agile/Scrum,Release Management",9,32,54,5,0.817,5,9,0.872
u04022,oss_contributor,"Open Source,Research",6,12,21,37,0.277,3,2,0.343
u04023,kanban_ops,"Kanban,Customer Support,Bug Triage",12,2,8,6,0.433,6,6,0.697
u04024,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",48,2,1,7,0.618,25,14,0.804
u04025,kanban_ops,"Kanban,Customer Support,Bug Triage",11,8,8,3,0.624,13,7,0.593
u04026,solo_hacker,"Kanban,Open Source,Research",5,2,24,15,0.254,2,5,0.583
u04027,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,51,43,11,0.419,7,5,0.989
u04028,kanban_ops,"Kanban,Customer Support,Bug Triage",17,2,7,5,0.509,14,2,0.699
u04029,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",38,17,32,6,0.795,11,13,0.817
u04030,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",54,13,5,7,0.879,17,8,0.617
u04031,ml_researcher,"Research,Open Source",5,7,28,2,0.296,3,4,0.449
u04032,scrum_team_member,"Agile/Scrum,Release Management",70,8,39,4,0.509,9,8,0.848
u04033,scrum_team_member,"Agile/Scrum,Release Management",31,11,34,4,0.805,2,7,0.648
u04034,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",19,20,67,3,0.791,20,16,0.784
u04035,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",29,15,15,3,0.748,19,11,0.836
u04036,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",20,30,107,13,0.446,4,9,0.653
u04037,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,22,24,22,0.345,7,9,0.603
u04038,scrum_team_member,"Agile/Scrum,Release Management",25,42,27,7,0.656,5,11,0.865
u04039,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",12,9,22,4,0.849,13,21,0.979
u04040,kanban_ops,"Kanban,Customer Support,Bug Triage",27,11,9,2,0.706,7,7,0.82
u04041,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",56,11,12,25,0.785,9,24,0.98
u04042,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,19,41,12,0.394,5,7,0.715
u04043,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",20,21,49,25,0.68,12,9,0.749
u04044,kanban_ops,"Kanban,Customer Support,Bug Triage",21,2,9,4,0.44,11,5,0.656
u04045,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",13,11,9,14,0.887,21,21,0.96
u04046,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",42,3,5,6,0.942,9,9,0.669
u04047,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",33,28,47,14,0.433,6,28,0.913
u04048,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",71,7,3,6,0.818,21,17,0.61
u04049,oss_contributor,"Open Source,Research",13,9,41,36,0.379,11,4,0.503
u04050,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",30,11,65,24,0.64,8,4,0.795
u04051,ml_researcher,"Research,Open Source",5,7,61,7,0.338,2,1,0.896
u04052,kanban_ops,"Kanban,Customer Support,Bug Triage",18,6,7,3,0.791,5,2,0.804
u04053,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,42,70,59,0.369,6,8,0.732
u04054,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,20,69,13,0.44,5,2,0.807
u04055,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",23,15,50,3,0.754,9,28,0.861
u04056,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",28,4,10,7,0.869,8,4,0.573
u04057,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",22,2,3,10,0.601,8,12,0.815
u04058,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",32,14,61,6,0.914,10,8,0.955
u04059,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",38,3,2,4,0.736,25,20,0.759
u04060,oss_contributor,"Open Source,Research",6,35,26,54,0.206,3,2,0.824
u04061,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",33,10,11,6,0.939,9,20,0.992
u04062,scrum_team_member,"Agile/Scrum,Release Management",45,14,27,5,0.526,5,8,0.997
u04063,kanban_ops,"Kanban,Customer Support,Bug Triage",17,7,14,2,0.469,9,5,0.677
u04064,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,19,79,45,0.522,1,12,0.962
u04065,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",32,50,72,15,0.503,4,11,0.773
u04066,ml_researcher,"Research,Open Source",3,8,21,5,0.367,2,1,0.413
u04067,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",29,10,8,5,0.925,10,10,0.932
u04068,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",35,12,27,6,0.747,11,15,0.93
u04069,scrum_team_member,"Agile/Scrum,Release Management",39,40,80,5,0.532,4,6,0.688
u04070,solo_hacker,"Kanban,Open Source,Research",3,7,24,5,0.126,3,4,0.382
u04071,scrum_team_member,"Agile/Scrum,Release Management",24,31,37,4,0.87,7,16,0.849
u04072,scrum_team_member,"Agile/Scrum,Release Management",24,26,56,10,0.822,6,12,0.855
u04073,scrum_team_member,"Agile/Scrum,Release Management",76,14,55,3,0.789,6,6,0.614
u04074,solo_hacker,"Kanban,Open Source,Research",1,2,97,7,0.031,4,4,0.602
u04075,oss_contributor,"Open Source,Research",33,65,12,34,0.31,3,3,0.352
u04076,scrum_team_member,"Agile/Scrum,Release Management",27,8,43,3,0.56,10,8,0.954
u04077,kanban_ops,"Kanban,Customer Support,Bug Triage",12,10,23,6,0.406,5,7,0.56
u04078,scrum_team_member,"Agile/Scrum,Release Management",35,9,39,11,0.71,3,13,0.665
u04079,scrum_team_member,"Agile/Scrum,Release Management",23,35,56,7,0.701,8,14,0.848
u04080,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,27,36,30,0.465,8,5,0.869
u04081,solo_hacker,"Kanban,Open Source,Research",4,4,38,11,0.253,7,5,0.517
u04082,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",49,12,24,5,0.835,17,21,0.945
u04083,oss_contributor,"Open Source,Research",18,79,10,14,0.566,11,4,0.779
u04084,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",36,4,7,3,0.954,13,11,0.658
u04085,ml_researcher,"Research,Open Source",3,15,128,3,0.239,3,2,0.691
u04086,solo_hacker,"Kanban,Open Source,Research",10,1,28,12,0.267,2,5,0.6
u04087,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",39,1,4,9,0.808,17,18,0.694
u04088,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",58,13,15,3,0.826,15,13,0.716
u04089,oss_contributor,"Open Source,Research",7,19,5,19,0.38,16,3,0.359
u04090,kanban_ops,"Kanban,Customer Support,Bug Triage",50,6,26,2,0.751,12,5,0.672
u04091,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",25,7,13,5,0.771,12,12,0.961
u04092,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",56,4,5,3,0.888,16,14,0.578
u04093,kanban_ops,"Kanban,Customer Support,Bug Triage",16,4,12,3,0.572,7,8,0.808
u04094,scrum_team_member,"Agile/Scrum,Release Management",27,40,34,5,0.592,5,13,0.779
u04095,ml_researcher,"Research,Open Source",5,7,37,5,0.269,3,2,0.443
u04096,oss_contributor,"Open Source,Research",12,58,23,30,0.521,4,3,0.684
u04097,kanban_ops,"Kanban,Customer Support,Bug Triage",4,2,13,5,0.559,9,4,0.736
u04098,scrum_team_member,"Agile/Scrum,Release Management",52,11,49,9,0.793,4,4,0.974
u04099,scrum_team_member,"Agile/Scrum,Release Management",53,4,27,3,0.812,2,8,0.742
u04100,kanban_ops,"Kanban,Customer Support,Bug Triage",43,4,16,2,0.762,5,4,0.52
u04101,scrum_team_member,"Agile/Scrum,Release Management",39,5,20,11,0.843,5,7,0.746
u04102,scrum_team_member,"Agile/Scrum,Release Management",11,8,40,8,0.874,7,8,0.937
u04103,solo_hacker,"Kanban,Open Source,Research",5,3,23,19,0.142,5,8,0.503
u04104,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",30,5,3,4,0.746,31,12,0.581
u04105,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",51,10,99,19,0.621,14,5,0.63
u04106,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",18,16,126,75,0.559,10,9,0.812
u04107,ml_researcher,"Research,Open Source",12,3,55,3,0.403,3,2,0.623
u04108,oss_contributor,"Open Source,Research",9,16,14,25,0.205,4,7,0.599
u04109,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",35,2,3,12,0.822,19,9,0.779
u04110,scrum_team_member,"Agile/Scrum,Release Management",16,10,55,5,0.867,2,16,0.935
u04111,scrum_team_member,"Agile/Scrum,Release Management",12,15,82,6,0.745,7,6,0.795
u04112,kanban_ops,"Kanban,Customer Support,Bug Triage",14,12,29,4,0.507,15,5,0.679
u04113,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",68,8,4,10,0.939,12,13,0.509
u04114,solo_hacker,"Kanban,Open Source,Research",3,1,204,7,0.12,1,6,0.594
u04115,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,46,75,18,0.42,3,5,0.826
u04116,solo_hacker,"Kanban,Open Source,Research",6,1,9,24,0.076,3,3,0.665
u04117,kanban_ops,"Kanban,Customer Support,Bug Triage",15,2,14,5,0.535,4,7,0.879
